id,age,tenure_months,monthly_charges,contract_type,payment_method,support_calls,churn
552,49,41,31.94,One year,Bank transfer,0,0
553,46,22,85.67,Month-to-month,Mailed check,0,1
554,70,22,105.49,Month-to-month,Electronic check,1,1
555,40,0,84.41,One year,Electronic check,3,0
556,37,16,55.5,Month-to-month,Credit card,0,0
557,31,34,55.24,One year,Mailed check,1,0
558,27,12,79.3,One year,Mailed check,1,0
559,24,6,67.07,Month-to-month,Mailed check,2,0
560,29,11,82.73,Month-to-month,Credit card,0,0
561,41,30,89.54,One year,Credit card,1,0
562,46,1,97.45,Month-to-month,Electronic check,0,0
563,42,3,42.15,Two year,Bank transfer,0,0
564,31,4,76.14,Month-to-month,Mailed check,3,0
565,54,2,61.21,Two year,Credit card,2,0
566,52,27,71.58,Month-to-month,Credit card,1,0
567,39,1,91.76,Month-to-month,Bank transfer,3,0
568,32,12,96.13,One year,Credit card,0,0
569,49,16,107.36,Month-to-month,Mailed check,0,0
570,44,17,83.19,Month-to-month,Mailed check,1,0
571,21,4,67.85,Month-to-month,Bank transfer,1,0
572,41,26,67.58,One year,Bank transfer,0,0
573,45,66,36.53,One year,Electronic check,1,0
574,29,37,109.04,Month-to-month,Mailed check,1,1
575,44,72,72.75,Month-to-month,Electronic check,2,0
576,21,72,93.45,Month-to-month,Electronic check,2,1
577,60,2,87.27,Two year,Credit card,3,0
578,59,13,40.82,Month-to-month,Electronic check,0,0
579,38,54,55.02,One year,Credit card,0,0
580,47,1,108.83,Month-to-month,Mailed check,0,1
581,18,6,78.16,One year,Bank transfer,2,0
582,25,6,56.39,Two year,Credit card,1,0
583,37,1,66.99,Month-to-month,Credit card,3,1
584,26,32,101.96,One year,Credit card,1,0
585,52,31,98.01,Month-to-month,Electronic check,2,1
586,69,38,39.05,One year,Mailed check,1,0
587,25,15,113.11,Month-to-month,Bank transfer,2,1
588,30,14,96.25,Month-to-month,Credit card,0,0
589,45,66,76.09,Month-to-month,Credit card,0,0
590,64,1,40.36,Month-to-month,Bank transfer,5,1
591,24,20,99.35,Two year,Electronic check,1,0
592,45,18,84.61,One year,Electronic check,2,0
593,67,72,44.36,Month-to-month,Credit card,2,0
594,18,68,74.4,Month-to-month,Bank transfer,1,0
595,24,8,149.35,One year,Bank transfer,2,0
596,36,72,81.21,Month-to-month,Bank transfer,1,0
597,34,16,53.85,Month-to-month,Credit card,1,0
598,53,31,49.44,One year,Credit card,0,0
599,45,64,123.9,Month-to-month,Electronic check,0,0
600,18,22,94.49,Month-to-month,Credit card,2,0
601,49,25,108.94,Month-to-month,Electronic check,2,0
602,33,72,87.0,Month-to-month,Mailed check,2,0
603,59,17,103.9,One year,Credit card,0,0
604,33,39,54.64,One year,Electronic check,0,0
605,33,46,80.96,Two year,Electronic check,4,0
606,49,5,77.93,Month-to-month,Bank transfer,3,1
607,52,6,105.46,One year,Credit card,0,0
608,48,15,80.22,Two year,Electronic check,0,0
609,18,27,58.41,One year,Bank transfer,0,0
610,49,40,77.6,Two year,Mailed check,2,0
611,27,1,28.24,Two year,Mailed check,5,0
612,45,44,18.58,Two year,Bank transfer,2,0
613,22,42,97.08,Two year,Bank transfer,0,0
614,48,32,65.43,One year,Credit card,2,0
615,30,5,64.21,Month-to-month,Bank transfer,2,0
616,24,51,98.42,Two year,Credit card,0,0
617,51,1,105.08,Two year,Credit card,2,0
618,45,1,83.51,Month-to-month,Electronic check,5,1
619,33,8,119.4,Month-to-month,Credit card,0,1
620,62,2,82.87,Month-to-month,Bank transfer,4,0
621,35,0,77.56,Two year,Electronic check,1,0
622,42,23,79.46,Month-to-month,Bank transfer,0,0
623,45,48,45.06,Month-to-month,Bank transfer,2,0
624,33,44,100.5,Month-to-month,Electronic check,1,1
625,48,29,18.0,Month-to-month,Mailed check,0,0
626,34,5,56.09,Two year,Mailed check,2,0
627,36,4,71.17,Month-to-month,Mailed check,1,0
628,61,72,61.06,Month-to-month,Credit card,1,0
629,27,3,59.16,Month-to-month,Electronic check,5,1
630,18,72,126.78,One year,Credit card,1,0
631,64,65,107.35,One year,Credit card,1,0
632,77,15,55.1,Month-to-month,Mailed check,1,0
633,36,15,60.51,Month-to-month,Mailed check,0,1
634,18,6,38.97,Two year,Electronic check,5,0
635,37,16,90.02,One year,Electronic check,3,0
636,37,2,64.06,One year,Mailed check,1,0
637,39,16,23.24,Month-to-month,Electronic check,0,0
638,26,51,80.17,Two year,Credit card,0,0
639,50,15,83.22,One year,Bank transfer,2,0
640,49,3,94.53,Month-to-month,Electronic check,0,1
641,21,10,69.67,Two year,Mailed check,3,0
642,51,30,65.18,Two year,Credit card,1,0
643,70,7,120.71,One year,Electronic check,1,1
644,44,14,72.26,One year,Bank transfer,3,0
645,37,6,88.89,Month-to-month,Electronic check,2,1
646,40,11,58.16,Month-to-month,Credit card,1,0
647,50,4,87.85,Month-to-month,Mailed check,1,0
648,18,65,43.36,One year,Mailed check,0,0
649,44,22,61.75,Month-to-month,Bank transfer,2,0
650,36,15,42.04,Month-to-month,Mailed check,1,0
651,67,72,65.68,Two year,Bank transfer,1,0
652,39,49,108.61,Month-to-month,Electronic check,1,1
653,65,2,54.99,Two year,Electronic check,7,1
654,26,40,93.96,Month-to-month,Electronic check,3,1
655,50,27,111.98,Month-to-month,Bank transfer,2,1
656,46,42,75.61,Month-to-month,Credit card,1,0
657,29,9,96.19,Month-to-month,Electronic check,2,1
658,44,15,85.53,Month-to-month,Credit card,1,0
659,58,41,79.06,Month-to-month,Credit card,0,0
660,37,36,94.16,One year,Electronic check,2,0
661,18,19,118.85,Month-to-month,Electronic check,1,0
662,41,37,59.62,Month-to-month,Mailed check,1,0
663,29,2,46.32,Month-to-month,Electronic check,3,1
664,37,26,48.45,Month-to-month,Bank transfer,2,0
665,40,0,94.86,Month-to-month,Mailed check,2,1
666,18,1,98.38,Month-to-month,Mailed check,0,0
667,19,1,56.72,One year,Bank transfer,0,0
668,48,65,26.35,One year,Electronic check,4,0
669,34,44,59.73,Two year,Credit card,2,0
670,18,25,87.45,One year,Bank transfer,3,0
671,52,18,71.03,Month-to-month,Electronic check,2,1
672,45,3,74.96,Month-to-month,Mailed check,2,0
673,32,3,57.37,Month-to-month,Electronic check,3,1
674,23,28,99.55,One year,Credit card,1,0
675,53,41,84.73,Month-to-month,Mailed check,1,0
676,46,39,90.51,Month-to-month,Credit card,1,0
677,75,72,84.78,Two year,Credit card,1,0
678,47,15,85.36,Month-to-month,Mailed check,0,0
679,47,3,81.91,Month-to-month,Bank transfer,4,0
680,39,3,47.25,Two year,Bank transfer,4,0
681,53,4,79.93,Month-to-month,Electronic check,1,1
682,50,72,100.59,Month-to-month,Credit card,0,0
683,59,2,99.18,Month-to-month,Mailed check,3,0
684,34,19,83.25,Month-to-month,Credit card,1,0
685,35,70,56.37,Two year,Bank transfer,3,0
686,35,15,51.97,One year,Electronic check,0,0
687,53,3,59.57,Month-to-month,Mailed check,3,0
688,62,28,78.94,Month-to-month,Electronic check,3,0
689,35,3,67.39,Month-to-month,Electronic check,3,1
690,36,51,49.56,One year,Bank transfer,2,0
691,46,1,41.91,Month-to-month,Electronic check,3,1
692,38,17,20.09,Month-to-month,Credit card,2,0
693,55,32,18.0,One year,Mailed check,1,0
694,18,4,67.31,Two year,Mailed check,0,0
695,30,1,128.16,Two year,Electronic check,0,0
696,31,16,117.32,Two year,Electronic check,2,0
697,18,11,47.19,Month-to-month,Bank transfer,3,0
698,28,7,74.8,One year,Electronic check,4,0
699,29,26,37.29,Two year,Bank transfer,2,0
700,39,30,41.7,Month-to-month,Bank transfer,3,0
701,57,64,49.66,Month-to-month,Electronic check,2,0
702,38,72,75.16,Month-to-month,Mailed check,0,0
703,27,15,67.69,Two year,Electronic check,0,0
704,41,1,76.47,Two year,Electronic check,2,0
705,56,6,87.48,Two year,Bank transfer,3,0
706,28,0,61.58,Month-to-month,Electronic check,1,1
707,29,13,72.86,Two year,Electronic check,1,0
708,49,2,42.95,Month-to-month,Mailed check,0,0
709,38,63,45.84,Month-to-month,Mailed check,1,0
710,51,1,32.68,One year,Credit card,1,0
711,41,36,91.63,One year,Credit card,1,0
712,51,6,62.45,Two year,Bank transfer,3,1
713,27,10,24.72,Month-to-month,Mailed check,3,0
714,41,38,74.12,Month-to-month,Mailed check,1,0
715,39,0,38.78,Month-to-month,Electronic check,2,1
716,24,4,112.11,Month-to-month,Credit card,2,1
717,20,15,57.78,Two year,Mailed check,2,0
718,51,23,90.49,Month-to-month,Electronic check,2,0
719,37,15,99.47,Month-to-month,Bank transfer,1,1
720,27,17,48.68,Month-to-month,Bank transfer,0,0
721,40,28,76.1,One year,Mailed check,0,0
722,57,0,83.84,Two year,Electronic check,3,0
723,18,9,74.24,Month-to-month,Credit card,1,0
724,21,14,81.13,Month-to-month,Electronic check,2,1
725,29,27,40.81,Two year,Credit card,3,0
726,62,14,85.95,One year,Mailed check,0,0
727,45,12,59.65,Month-to-month,Credit card,2,1
728,52,7,79.79,Month-to-month,Credit card,1,1
729,26,18,95.7,Two year,Mailed check,0,0
730,26,4,87.32,One year,Credit card,1,0
731,48,1,78.87,Month-to-month,Electronic check,1,0
732,42,53,94.0,Month-to-month,Electronic check,0,0
733,49,23,90.66,Month-to-month,Mailed check,2,0
734,39,2,107.69,Month-to-month,Bank transfer,2,1
735,45,0,69.15,Month-to-month,Electronic check,2,1
736,44,24,77.7,Month-to-month,Mailed check,0,0
737,52,37,98.85,Month-to-month,Credit card,1,0
738,53,17,60.29,Month-to-month,Credit card,0,0
739,19,0,36.62,Month-to-month,Electronic check,2,0
740,18,4,82.93,Month-to-month,Mailed check,0,0
741,56,1,65.0,Two year,Electronic check,5,0
742,58,33,44.76,Month-to-month,Electronic check,2,0
743,27,3,82.96,Two year,Credit card,4,0
744,18,43,112.23,Two year,Credit card,0,0
745,43,32,34.06,Two year,Electronic check,1,0
746,55,14,97.66,Month-to-month,Electronic check,0,0
747,67,13,18.0,Month-to-month,Mailed check,0,0
748,49,2,60.29,One year,Mailed check,1,0
749,36,6,116.91,Month-to-month,Electronic check,1,1
750,29,2,62.09,Month-to-month,Electronic check,1,1
751,42,42,78.55,Month-to-month,Mailed check,1,0
752,37,15,91.32,One year,Electronic check,0,0
753,27,2,27.39,Two year,Credit card,1,0
754,70,41,77.95,Month-to-month,Bank transfer,1,0
755,66,1,71.76,Two year,Mailed check,2,0
756,57,5,117.31,One year,Mailed check,1,0
757,29,43,45.56,Month-to-month,Credit card,1,0
758,53,22,63.76,Month-to-month,Electronic check,1,0
759,50,18,49.49,Month-to-month,Credit card,1,0
760,48,48,51.34,Two year,Electronic check,0,0
761,59,4,98.79,One year,Credit card,2,0
762,50,8,71.87,One year,Electronic check,1,0
763,52,11,57.76,One year,Credit card,2,0
764,50,43,63.5,Month-to-month,Electronic check,2,1
765,46,3,56.37,Two year,Credit card,0,0
766,18,37,63.7,Two year,Bank transfer,2,0
767,43,0,38.39,One year,Electronic check,1,0
768,34,7,64.58,Month-to-month,Credit card,1,0
769,24,6,61.92,Month-to-month,Electronic check,3,1
770,65,14,53.16,Month-to-month,Mailed check,3,0
771,66,13,75.83,Month-to-month,Electronic check,5,0
772,61,72,86.8,One year,Bank transfer,0,0
773,45,11,57.73,One year,Credit card,2,0
774,60,23,69.85,Two year,Mailed check,1,0
775,42,0,123.97,Month-to-month,Bank transfer,4,0
776,44,34,128.11,Month-to-month,Credit card,1,0
777,26,13,45.6,Month-to-month,Bank transfer,0,0
778,47,11,48.79,Two year,Electronic check,2,0
779,42,3,43.96,One year,Mailed check,8,1
780,23,67,106.48,Month-to-month,Electronic check,0,0
781,41,23,63.49,One year,Mailed check,2,0
782,40,7,77.04,One year,Electronic check,2,0
783,67,0,119.92,Month-to-month,Credit card,1,1
784,54,42,76.04,Month-to-month,Bank transfer,1,0
785,42,23,91.11,Month-to-month,Bank transfer,2,1
786,45,12,84.81,Month-to-month,Electronic check,4,1
787,42,7,56.34,One year,Electronic check,0,0
788,39,31,101.13,Month-to-month,Credit card,3,1
789,26,35,54.01,One year,Mailed check,1,0
790,39,12,105.3,One year,Credit card,2,0
791,31,19,58.16,Month-to-month,Mailed check,4,0
792,24,72,68.85,Two year,Electronic check,3,0
793,49,72,53.59,Month-to-month,Bank transfer,1,0
794,47,48,54.09,One year,Bank transfer,0,0
795,18,15,61.58,Month-to-month,Electronic check,2,1
796,40,2,18.0,One year,Bank transfer,4,0
797,55,41,70.32,Month-to-month,Electronic check,0,0
798,56,0,57.3,Month-to-month,Electronic check,2,0
799,56,9,91.1,Month-to-month,Electronic check,1,0
800,42,0,80.57,One year,Bank transfer,0,0
801,30,26,56.21,One year,Bank transfer,1,0
802,26,10,60.04,One year,Electronic check,1,0
803,46,19,66.98,Month-to-month,Credit card,3,0
804,47,14,109.25,One year,Bank transfer,1,0
805,60,19,52.29,One year,Mailed check,0,0
806,57,2,52.31,Month-to-month,Electronic check,1,0
807,40,2,42.09,Month-to-month,Electronic check,3,1
808,24,27,37.0,Month-to-month,Electronic check,1,0
809,37,13,79.63,Two year,Credit card,0,0
810,45,13,77.02,Month-to-month,Credit card,2,1
811,39,1,102.22,Month-to-month,Electronic check,3,1
812,33,22,99.34,Two year,Mailed check,1,0
813,45,19,132.78,Two year,Electronic check,1,0
814,34,0,68.15,Month-to-month,Electronic check,0,0
815,33,2,63.79,Two year,Electronic check,2,0
816,46,18,40.19,Month-to-month,Electronic check,1,0
817,36,1,87.56,Two year,Electronic check,2,0
818,45,7,74.01,Month-to-month,Electronic check,0,0
819,45,3,86.73,Month-to-month,Mailed check,4,1
820,26,16,43.92,Two year,Mailed check,2,0
821,35,16,81.19,Month-to-month,Mailed check,2,1
822,62,20,78.13,Two year,Mailed check,1,0
823,25,32,78.28,Month-to-month,Mailed check,0,0
824,18,11,54.57,Month-to-month,Mailed check,3,0
825,18,0,99.73,Two year,Credit card,0,0
826,42,46,128.16,Month-to-month,Electronic check,2,1
827,42,20,45.24,Two year,Bank transfer,0,0
828,40,11,89.66,Two year,Electronic check,1,0
829,58,20,18.0,Month-to-month,Mailed check,2,0
830,18,6,87.62,Month-to-month,Mailed check,1,1
831,47,10,24.75,Month-to-month,Bank transfer,2,0
832,63,28,61.08,Month-to-month,Credit card,0,0
833,26,24,40.77,Month-to-month,Mailed check,0,1
834,36,67,74.66,Month-to-month,Electronic check,0,0
835,31,8,92.17,Two year,Credit card,3,0
836,29,20,26.57,Month-to-month,Electronic check,2,0
837,37,16,63.41,One year,Mailed check,1,0
838,61,1,57.32,Month-to-month,Credit card,2,1
839,67,6,110.43,Month-to-month,Mailed check,3,1
840,37,71,91.44,Month-to-month,Bank transfer,0,0
841,68,12,42.37,Month-to-month,Electronic check,2,0
842,42,2,58.52,One year,Electronic check,4,0
843,66,15,111.15,Month-to-month,Credit card,4,0
844,40,32,92.66,Two year,Electronic check,0,0
845,43,48,54.24,Two year,Electronic check,1,0
846,47,25,67.07,Month-to-month,Mailed check,3,0
847,86,7,65.17,Two year,Mailed check,0,0
848,53,26,60.45,Two year,Electronic check,2,0
849,32,24,30.84,Month-to-month,Electronic check,2,0
850,55,61,62.21,Two year,Mailed check,2,0
851,36,24,108.33,Month-to-month,Mailed check,1,0
852,35,16,62.87,One year,Credit card,1,0
853,54,4,68.02,Month-to-month,Electronic check,1,0
854,42,18,76.21,Two year,Credit card,1,0
855,45,7,126.5,Two year,Electronic check,2,0
856,42,3,70.67,Two year,Electronic check,1,1
857,46,55,105.6,Two year,Credit card,2,0
858,47,11,56.7,Month-to-month,Credit card,1,0
859,18,38,69.22,One year,Electronic check,0,0
860,51,36,75.71,Month-to-month,Mailed check,0,1
861,28,10,52.15,Month-to-month,Credit card,2,0
862,21,9,66.26,Month-to-month,Electronic check,1,0
863,41,28,96.4,Two year,Electronic check,0,0
864,43,0,49.99,One year,Mailed check,2,0
865,32,31,74.65,Month-to-month,Credit card,0,0
866,53,6,88.62,Two year,Bank transfer,2,1
867,23,4,49.99,Two year,Mailed check,2,0
868,36,5,98.14,Month-to-month,Credit card,1,0
869,33,44,78.42,Month-to-month,Electronic check,1,0
870,41,53,73.82,One year,Credit card,1,0
871,45,11,21.45,One year,Electronic check,2,0
872,27,25,64.41,Month-to-month,Bank transfer,0,0
873,52,72,90.09,Month-to-month,Mailed check,3,0
874,42,4,114.23,Month-to-month,Electronic check,1,0
875,18,18,86.9,Month-to-month,Mailed check,2,0
876,18,5,98.91,Month-to-month,Credit card,2,0
877,41,64,49.37,Month-to-month,Mailed check,2,0
878,38,1,66.98,Month-to-month,Electronic check,3,0
879,40,1,100.67,One year,Electronic check,3,0
880,41,11,49.46,Month-to-month,Bank transfer,2,0
881,45,2,94.43,Month-to-month,Bank transfer,1,0
882,55,8,89.53,Month-to-month,Mailed check,1,0
883,26,38,82.57,Two year,Electronic check,0,0
884,25,9,63.13,Month-to-month,Bank transfer,0,0
885,26,0,45.34,Month-to-month,Electronic check,1,0
886,46,72,125.18,Month-to-month,Electronic check,0,0
887,59,3,86.25,One year,Mailed check,1,0
888,35,17,81.07,Month-to-month,Mailed check,0,0
889,18,17,62.23,Month-to-month,Credit card,1,1
890,18,10,72.45,Two year,Bank transfer,0,0
891,30,0,74.12,One year,Electronic check,2,0
892,34,13,81.95,Month-to-month,Credit card,1,1
893,36,7,89.41,Month-to-month,Electronic check,0,0
894,42,26,54.34,Two year,Credit card,1,0
895,37,1,33.49,Two year,Electronic check,3,1
896,56,31,76.76,One year,Credit card,1,0
897,32,25,30.07,One year,Credit card,2,0
898,29,25,65.66,Two year,Credit card,0,0
899,48,25,61.02,Two year,Electronic check,0,0
900,20,64,91.89,Month-to-month,Credit card,2,0
901,47,2,119.86,Two year,Bank transfer,5,0
902,43,1,21.54,One year,Electronic check,3,0
903,39,1,127.0,One year,Mailed check,4,0
904,64,17,66.72,Month-to-month,Bank transfer,1,0
905,33,2,79.0,Month-to-month,Credit card,5,1
906,70,17,37.18,Two year,Credit card,2,0
907,38,19,97.77,One year,Mailed check,2,0
908,24,2,71.34,Month-to-month,Bank transfer,3,0
909,42,38,74.16,One year,Electronic check,0,0
910,26,10,23.07,Month-to-month,Mailed check,3,0
911,31,26,75.74,Month-to-month,Credit card,0,0
912,47,26,95.05,One year,Bank transfer,0,0
913,49,4,64.69,One year,Credit card,0,0
914,33,53,107.3,Month-to-month,Mailed check,2,0
915,55,7,99.37,Month-to-month,Mailed check,3,0
916,58,72,64.77,Month-to-month,Bank transfer,1,0
917,62,2,110.18,One year,Electronic check,3,1
918,49,0,71.13,Two year,Credit card,2,0
919,61,4,71.84,One year,Credit card,4,0
920,18,14,74.57,One year,Credit card,1,0
921,37,17,74.28,Month-to-month,Credit card,2,0
922,29,24,18.0,Month-to-month,Mailed check,0,0
923,43,21,68.51,Two year,Mailed check,2,0
924,33,9,37.25,Month-to-month,Credit card,2,0
925,39,29,115.01,Month-to-month,Electronic check,3,1
926,68,1,109.8,Month-to-month,Credit card,3,1
927,39,0,91.3,One year,Electronic check,1,0
928,47,3,64.49,Month-to-month,Credit card,4,1
929,38,3,45.25,Month-to-month,Mailed check,3,1
930,43,11,55.21,One year,Credit card,3,0
931,42,21,121.72,Month-to-month,Mailed check,2,1
932,48,72,63.5,Month-to-month,Bank transfer,1,0
933,58,6,18.0,Two year,Credit card,3,0
934,65,21,98.9,Two year,Mailed check,0,0
935,46,3,107.96,Month-to-month,Electronic check,2,1
936,50,1,111.63,Month-to-month,Electronic check,1,1
937,25,0,95.96,Month-to-month,Bank transfer,1,1
938,40,31,104.69,Month-to-month,Bank transfer,0,0
939,55,72,82.12,Two year,Bank transfer,2,0
940,54,64,27.69,One year,Electronic check,1,0
941,44,13,72.65,Month-to-month,Electronic check,1,0
942,54,1,85.69,One year,Credit card,3,1
943,48,4,67.22,Month-to-month,Bank transfer,1,0
944,58,38,71.18,Month-to-month,Electronic check,0,0
945,46,5,46.65,Two year,Electronic check,1,0
946,37,21,48.11,Month-to-month,Electronic check,0,0
947,46,8,117.15,Month-to-month,Credit card,0,0
948,18,17,119.41,Two year,Bank transfer,1,0
949,47,39,75.78,Month-to-month,Bank transfer,1,0
950,18,13,78.99,Month-to-month,Bank transfer,0,0
951,18,72,56.28,Month-to-month,Credit card,1,0
952,48,11,87.71,Month-to-month,Electronic check,1,1
953,48,10,115.49,Month-to-month,Electronic check,1,0
954,25,15,34.02,Month-to-month,Mailed check,2,0
955,32,1,81.75,Month-to-month,Credit card,3,1
956,61,39,89.33,Month-to-month,Bank transfer,0,0
